developer,month_year,network,total_commits,dev_classification
KostSasha,December_2022,starknet,0,Dev who was inactive
KostSasha,December_2023,starknet,0,Dev who was inactive
KostSasha,February_2023,starknet,0,Dev who was inactive
KostSasha,February_2024,starknet,0,Dev who was inactive
KostSasha,January_2023,starknet,0,Dev who was inactive
KostSasha,January_2024,starknet,0,Dev who was inactive
KostSasha,July_2022,starknet,3,Dev who merged between 2 and 9 commits
KostSasha,July_2023,starknet,0,Dev who was inactive
KostSasha,June_2022,starknet,1,Dev who merged 1 commit
KostSasha,June_2023,starknet,0,Dev who was inactive
KostSasha,March_2023,starknet,0,Dev who was inactive
KostSasha,May_2023,starknet,0,Dev who was inactive
KostSasha,November_2022,starknet,0,Dev who was inactive
KostSasha,November_2023,starknet,0,Dev who was inactive
KostSasha,October_2022,starknet,0,Dev who was inactive
KostSasha,October_2023,starknet,0,Dev who was inactive
KostSasha,September_2022,starknet,0,Dev who was inactive
KostSasha,September_2023,starknet,0,Dev who was inactive
Krish-bhardwaj,April_2023,starknet,0,Dev who was inactive
Krish-bhardwaj,August_2023,starknet,0,Dev who was inactive
Krish-bhardwaj,December_2023,starknet,0,Dev who was inactive
Krish-bhardwaj,February_2024,starknet,0,Dev who was inactive
Krish-bhardwaj,January_2024,starknet,0,Dev who was inactive
Krish-bhardwaj,July_2023,starknet,0,Dev who was inactive
Krish-bhardwaj,June_2023,starknet,1,Dev who merged 1 commit
Krish-bhardwaj,March_2023,starknet,0,Dev who was inactive
Krish-bhardwaj,May_2023,starknet,0,Dev who was inactive
Krish-bhardwaj,November_2023,starknet,0,Dev who was inactive
Krish-bhardwaj,October_2023,starknet,0,Dev who was inactive
Krish-bhardwaj,September_2023,starknet,0,Dev who was inactive
Krystian2004-cyber,December_2023,starknet,0,Dev who was inactive
Krystian2004-cyber,February_2024,starknet,0,Dev who was inactive
Krystian2004-cyber,January_2024,starknet,0,Dev who was inactive
Krystian2004-cyber,November_2023,starknet,14,Dev who merged 10 or more commits
Kshetrirajan,April_2023,starknet,0,Dev who was inactive
Kshetrirajan,August_2023,starknet,0,Dev who was inactive
Kshetrirajan,December_2022,starknet,0,Dev who was inactive
Kshetrirajan,December_2023,starknet,0,Dev who was inactive
Kshetrirajan,February_2023,starknet,0,Dev who was inactive
Kshetrirajan,February_2024,starknet,0,Dev who was inactive
Kshetrirajan,January_2023,starknet,0,Dev who was inactive
Kshetrirajan,January_2024,starknet,0,Dev who was inactive
Kshetrirajan,July_2023,starknet,0,Dev who was inactive
Kshetrirajan,June_2023,starknet,0,Dev who was inactive
Kshetrirajan,March_2023,starknet,0,Dev who was inactive
Kshetrirajan,May_2023,starknet,0,Dev who was inactive
Kshetrirajan,November_2022,starknet,0,Dev who was inactive
Kshetrirajan,November_2023,starknet,0,Dev who was inactive
Kshetrirajan,October_2022,starknet,1,Dev who merged 1 commit
Kshetrirajan,October_2023,starknet,0,Dev who was inactive
Kshetrirajan,September_2023,starknet,0,Dev who was inactive
Kusergit,April_2023,starknet,0,Dev who was inactive
Kusergit,August_2023,starknet,0,Dev who was inactive
Kusergit,December_2022,starknet,3,Dev who merged between 2 and 9 commits
Kusergit,December_2023,starknet,0,Dev who was inactive
Kusergit,February_2023,starknet,0,Dev who was inactive
Kusergit,February_2024,starknet,0,Dev who was inactive
Kusergit,January_2023,starknet,0,Dev who was inactive
Kusergit,January_2024,starknet,0,Dev who was inactive
Kusergit,July_2023,starknet,0,Dev who was inactive
Kusergit,June_2023,starknet,0,Dev who was inactive
Kusergit,March_2023,starknet,0,Dev who was inactive
Kusergit,May_2023,starknet,0,Dev who was inactive
Kusergit,November_2023,starknet,0,Dev who was inactive
Kusergit,October_2023,starknet,0,Dev who was inactive
Kusergit,September_2023,starknet,0,Dev who was inactive
LLLinCrypto,April_2023,starknet,0,Dev who was inactive
LLLinCrypto,August_2022,starknet,0,Dev who was inactive
LLLinCrypto,August_2023,starknet,0,Dev who was inactive
LLLinCrypto,December_2022,starknet,0,Dev who was inactive
LLLinCrypto,December_2023,starknet,0,Dev who was inactive
LLLinCrypto,February_2023,starknet,0,Dev who was inactive
LLLinCrypto,February_2024,starknet,0,Dev who was inactive
LLLinCrypto,January_2023,starknet,0,Dev who was inactive
LLLinCrypto,January_2024,starknet,0,Dev who was inactive
LLLinCrypto,July_2022,starknet,0,Dev who was inactive
LLLinCrypto,July_2023,starknet,0,Dev who was inactive
LLLinCrypto,June_2022,starknet,2,Dev who merged between 2 and 9 commits
LLLinCrypto,June_2023,starknet,0,Dev who was inactive
LLLinCrypto,March_2023,starknet,0,Dev who was inactive
LLLinCrypto,May_2023,starknet,0,Dev who was inactive
LLLinCrypto,November_2022,starknet,0,Dev who was inactive
LLLinCrypto,November_2023,starknet,0,Dev who was inactive
LLLinCrypto,October_2022,starknet,0,Dev who was inactive
LLLinCrypto,October_2023,starknet,0,Dev who was inactive
LLLinCrypto,September_2022,starknet,0,Dev who was inactive
LLLinCrypto,September_2023,starknet,0,Dev who was inactive
LStan,August_2023,starknet,0,Dev who was inactive
LStan,December_2023,starknet,0,Dev who was inactive
LStan,February_2024,starknet,0,Dev who was inactive
LStan,January_2024,starknet,0,Dev who was inactive
LStan,July_2023,starknet,2,Dev who merged between 2 and 9 commits
LStan,June_2023,starknet,0,Dev who was inactive
LStan,May_2023,starknet,0,Dev who was inactive
LStan,November_2023,starknet,0,Dev who was inactive
LStan,October_2023,starknet,0,Dev who was inactive
LStan,September_2023,starknet,2,Dev who merged between 2 and 9 commits
Laki997,April_2022,starknet,0,Dev who was inactive
Laki997,April_2023,starknet,0,Dev who was inactive
Laki997,August_2022,starknet,0,Dev who was inactive
Laki997,August_2023,starknet,3,Dev who merged between 2 and 9 commits
Laki997,December_2022,starknet,0,Dev who was inactive
Laki997,December_2023,starknet,0,Dev who was inactive
Laki997,February_2022,starknet,0,Dev who was inactive
Laki997,February_2023,starknet,0,Dev who was inactive
Laki997,February_2024,starknet,0,Dev who was inactive
Laki997,January_2022,starknet,0,Dev who was inactive
Laki997,January_2023,starknet,0,Dev who was inactive
Laki997,January_2024,starknet,0,Dev who was inactive
Laki997,July_2022,starknet,0,Dev who was inactive
Laki997,July_2023,starknet,1,Dev who merged 1 commit
Laki997,June_2022,starknet,0,Dev who was inactive
Laki997,June_2023,starknet,2,Dev who merged between 2 and 9 commits
Laki997,March_2022,starknet,0,Dev who was inactive
Laki997,March_2023,starknet,0,Dev who was inactive
Laki997,May_2022,starknet,0,Dev who was inactive
Laki997,May_2023,starknet,6,Dev who merged between 2 and 9 commits
Laki997,November_2022,starknet,0,Dev who was inactive
Laki997,November_2023,starknet,3,Dev who merged between 2 and 9 commits
Laki997,October_2022,starknet,0,Dev who was inactive
Laki997,October_2023,starknet,0,Dev who was inactive
Laki997,September_2022,starknet,0,Dev who was inactive
Laki997,September_2023,starknet,0,Dev who was inactive
LandauRaz,April_2022,starknet,0,Dev who was inactive
LandauRaz,April_2023,starknet,0,Dev who was inactive
LandauRaz,August_2022,starknet,0,Dev who was inactive
LandauRaz,August_2023,starknet,0,Dev who was inactive
LandauRaz,December_2022,starknet,0,Dev who was inactive
LandauRaz,December_2023,starknet,0,Dev who was inactive
LandauRaz,February_2022,starknet,0,Dev who was inactive
LandauRaz,February_2023,starknet,0,Dev who was inactive
LandauRaz,February_2024,starknet,0,Dev who was inactive
LandauRaz,January_2023,starknet,0,Dev who was inactive
LandauRaz,January_2024,starknet,0,Dev who was inactive
LandauRaz,July_2022,starknet,0,Dev who was inactive
LandauRaz,July_2023,starknet,8,Dev who merged between 2 and 9 commits
LandauRaz,June_2022,starknet,0,Dev who was inactive
LandauRaz,June_2023,starknet,63,Dev who merged 10 or more commits
LandauRaz,March_2022,starknet,0,Dev who was inactive
LandauRaz,March_2023,starknet,0,Dev who was inactive
LandauRaz,May_2022,starknet,0,Dev who was inactive
LandauRaz,May_2023,starknet,0,Dev who was inactive
LandauRaz,November_2022,starknet,0,Dev who was inactive
LandauRaz,November_2023,starknet,0,Dev who was inactive
LandauRaz,October_2022,starknet,0,Dev who was inactive
LandauRaz,October_2023,starknet,0,Dev who was inactive
LandauRaz,September_2022,starknet,0,Dev who was inactive
LandauRaz,September_2023,starknet,0,Dev who was inactive
Laplace5079,April_2023,starknet,68,Dev who merged 10 or more commits
Laplace5079,August_2023,starknet,0,Dev who was inactive
Laplace5079,December_2023,starknet,0,Dev who was inactive
Laplace5079,February_2024,starknet,0,Dev who was inactive
Laplace5079,January_2024,starknet,0,Dev who was inactive
Laplace5079,July_2023,starknet,0,Dev who was inactive
Laplace5079,June_2023,starknet,0,Dev who was inactive
Laplace5079,May_2023,starknet,0,Dev who was inactive
Laplace5079,November_2023,starknet,0,Dev who was inactive
Laplace5079,October_2023,starknet,0,Dev who was inactive
Laplace5079,September_2023,starknet,0,Dev who was inactive
Lapo4kaKek,December_2023,starknet,1,Dev who merged 1 commit
Lapo4kaKek,February_2024,starknet,0,Dev who was inactive
Lapo4kaKek,January_2024,starknet,0,Dev who was inactive
Lapo9,August_2023,starknet,0,Dev who was inactive
Lapo9,December_2023,starknet,0,Dev who was inactive
Lapo9,February_2024,starknet,0,Dev who was inactive
Lapo9,January_2024,starknet,0,Dev who was inactive
Lapo9,July_2023,starknet,20,Dev who merged 10 or more commits
Lapo9,November_2023,starknet,0,Dev who was inactive
Lapo9,October_2023,starknet,0,Dev who was inactive
Lapo9,September_2023,starknet,0,Dev who was inactive
Larkooo,April_2022,starknet,9,Dev who merged between 2 and 9 commits
Larkooo,April_2023,starknet,0,Dev who was inactive
Larkooo,August_2022,starknet,0,Dev who was inactive
Larkooo,August_2023,starknet,0,Dev who was inactive
Larkooo,December_2022,starknet,0,Dev who was inactive
Larkooo,December_2023,starknet,42,Dev who merged 10 or more commits
Larkooo,February_2022,starknet,0,Dev who was inactive
Larkooo,February_2023,starknet,7,Dev who merged between 2 and 9 commits
Larkooo,February_2024,starknet,4,Dev who merged between 2 and 9 commits
Larkooo,January_2022,starknet,0,Dev who was inactive
Larkooo,January_2023,starknet,0,Dev who was inactive
Larkooo,January_2024,starknet,6,Dev who merged between 2 and 9 commits
Larkooo,July_2022,starknet,0,Dev who was inactive
Larkooo,July_2023,starknet,0,Dev who was inactive
Larkooo,June_2022,starknet,6,Dev who merged between 2 and 9 commits
Larkooo,June_2023,starknet,0,Dev who was inactive
Larkooo,March_2022,starknet,0,Dev who was inactive
Larkooo,March_2023,starknet,10,Dev who was inactive
Larkooo,May_2022,starknet,28,Dev who merged 10 or more commits
Larkooo,May_2023,starknet,0,Dev who was inactive
Larkooo,November_2022,starknet,0,Dev who was inactive
Larkooo,November_2023,starknet,2,Dev who merged between 2 and 9 commits
Larkooo,October_2022,starknet,0,Dev who was inactive
Larkooo,October_2023,starknet,0,Dev who was inactive
Larkooo,September_2022,starknet,0,Dev who was inactive
Larkooo,September_2023,starknet,0,Dev who was inactive
LastCeri,April_2022,starknet,0,Dev who was inactive
LastCeri,April_2023,starknet,0,Dev who was inactive
LastCeri,August_2022,starknet,0,Dev who was inactive
LastCeri,August_2023,starknet,0,Dev who was inactive
LastCeri,December_2022,starknet,0,Dev who was inactive
LastCeri,December_2023,starknet,1,Dev who merged 1 commit
LastCeri,February_2022,starknet,0,Dev who was inactive
LastCeri,February_2023,starknet,0,Dev who was inactive
LastCeri,February_2024,starknet,0,Dev who was inactive
LastCeri,January_2023,starknet,0,Dev who was inactive
LastCeri,January_2024,starknet,0,Dev who was inactive
LastCeri,July_2022,starknet,0,Dev who was inactive
LastCeri,July_2023,starknet,0,Dev who was inactive
LastCeri,June_2022,starknet,0,Dev who was inactive
LastCeri,June_2023,starknet,0,Dev who was inactive
LastCeri,March_2022,starknet,0,Dev who was inactive
LastCeri,March_2023,starknet,0,Dev who was inactive
LastCeri,May_2022,starknet,0,Dev who was inactive
LastCeri,May_2023,starknet,0,Dev who was inactive
LastCeri,November_2022,starknet,0,Dev who was inactive
LastCeri,November_2023,starknet,7,Dev who merged between 2 and 9 commits
LastCeri,October_2022,starknet,0,Dev who was inactive
LastCeri,October_2023,starknet,31,Dev who merged 10 or more commits
LastCeri,September_2022,starknet,0,Dev who was inactive
LastCeri,September_2023,starknet,17,Dev who merged 10 or more commits
LatinSoul,April_2020,starknet,0,Dev who was inactive
LatinSoul,April_2021,starknet,0,Dev who was inactive
LatinSoul,April_2022,starknet,0,Dev who was inactive
LatinSoul,April_2023,starknet,0,Dev who was inactive
LatinSoul,August_2019,starknet,0,Dev who was inactive
LatinSoul,August_2020,starknet,0,Dev who was inactive
LatinSoul,August_2021,starknet,0,Dev who was inactive
LatinSoul,August_2022,starknet,0,Dev who was inactive
LatinSoul,August_2023,starknet,0,Dev who was inactive
LatinSoul,December_2019,starknet,0,Dev who was inactive
LatinSoul,December_2020,starknet,0,Dev who was inactive
LatinSoul,December_2021,starknet,3,Dev who merged between 2 and 9 commits
LatinSoul,December_2022,starknet,0,Dev who was inactive
LatinSoul,December_2023,starknet,0,Dev who was inactive
LatinSoul,February_2020,starknet,0,Dev who was inactive
LatinSoul,February_2021,starknet,0,Dev who was inactive
LatinSoul,February_2022,starknet,0,Dev who was inactive
LatinSoul,February_2023,starknet,0,Dev who was inactive
LatinSoul,February_2024,starknet,0,Dev who was inactive
LatinSoul,January_2020,starknet,0,Dev who was inactive
LatinSoul,January_2021,starknet,0,Dev who was inactive
LatinSoul,January_2022,starknet,0,Dev who was inactive
LatinSoul,January_2023,starknet,0,Dev who was inactive
LatinSoul,January_2024,starknet,0,Dev who was inactive
LatinSoul,July_2020,starknet,0,Dev who was inactive
LatinSoul,July_2021,starknet,0,Dev who was inactive
LatinSoul,July_2022,starknet,0,Dev who was inactive
LatinSoul,July_2023,starknet,0,Dev who was inactive
LatinSoul,June_2020,starknet,0,Dev who was inactive
LatinSoul,June_2021,starknet,0,Dev who was inactive
LatinSoul,June_2022,starknet,0,Dev who was inactive
LatinSoul,June_2023,starknet,0,Dev who was inactive
LatinSoul,March_2020,starknet,0,Dev who was inactive
LatinSoul,March_2021,starknet,0,Dev who was inactive
LatinSoul,March_2022,starknet,0,Dev who was inactive
LatinSoul,March_2023,starknet,0,Dev who was inactive
LatinSoul,May_2020,starknet,0,Dev who was inactive
LatinSoul,May_2021,starknet,0,Dev who was inactive
LatinSoul,May_2022,starknet,0,Dev who was inactive
LatinSoul,May_2023,starknet,0,Dev who was inactive
LatinSoul,November_2019,starknet,0,Dev who was inactive
LatinSoul,November_2020,starknet,0,Dev who was inactive
LatinSoul,November_2021,starknet,0,Dev who was inactive
LatinSoul,November_2022,starknet,0,Dev who was inactive
LatinSoul,November_2023,starknet,0,Dev who was inactive
LatinSoul,October_2019,starknet,0,Dev who was inactive
LatinSoul,October_2020,starknet,0,Dev who was inactive
LatinSoul,October_2021,starknet,0,Dev who was inactive
LatinSoul,October_2022,starknet,0,Dev who was inactive
LatinSoul,October_2023,starknet,0,Dev who was inactive
LatinSoul,September_2019,starknet,0,Dev who was inactive
LatinSoul,September_2020,starknet,0,Dev who was inactive
LatinSoul,September_2021,starknet,0,Dev who was inactive
LatinSoul,September_2022,starknet,0,Dev who was inactive
LatinSoul,September_2023,starknet,0,Dev who was inactive
LayerZeroRazdastNaPorsche,December_2023,starknet,0,Dev who was inactive
LayerZeroRazdastNaPorsche,February_2024,starknet,0,Dev who was inactive
LayerZeroRazdastNaPorsche,January_2024,starknet,0,Dev who was inactive
LayerZeroRazdastNaPorsche,November_2023,starknet,0,Dev who was inactive
LayerZeroRazdastNaPorsche,October_2023,starknet,0,Dev who was inactive
LayerZeroRazdastNaPorsche,September_2023,starknet,3,Dev who merged between 2 and 9 commits
LeandroCarvajal,April_2023,starknet,0,Dev who was inactive
LeandroCarvajal,August_2023,starknet,0,Dev who was inactive
LeandroCarvajal,December_2023,starknet,0,Dev who was inactive
LeandroCarvajal,February_2023,starknet,0,Dev who was inactive
LeandroCarvajal,February_2024,starknet,3,Dev who merged between 2 and 9 commits
LeandroCarvajal,January_2023,starknet,0,Dev who was inactive
LeandroCarvajal,January_2024,starknet,12,Dev who merged 10 or more commits
LeandroCarvajal,July_2023,starknet,0,Dev who was inactive
LeandroCarvajal,June_2023,starknet,0,Dev who was inactive
LeandroCarvajal,March_2023,starknet,0,Dev who was inactive
LeandroCarvajal,May_2023,starknet,0,Dev who was inactive
LeandroCarvajal,November_2023,starknet,0,Dev who was inactive
LeandroCarvajal,October_2023,starknet,0,Dev who was inactive
LeandroCarvajal,September_2023,starknet,0,Dev who was inactive
Leetrungthanh,August_2023,starknet,2,Dev who merged between 2 and 9 commits
Leetrungthanh,December_2023,starknet,0,Dev who was inactive
Leetrungthanh,February_2024,starknet,0,Dev who was inactive
Leetrungthanh,January_2024,starknet,0,Dev who was inactive
Leetrungthanh,November_2023,starknet,0,Dev who was inactive
Leetrungthanh,October_2023,starknet,0,Dev who was inactive
Leetrungthanh,September_2023,starknet,0,Dev who was inactive
Leo-Besancon,April_2023,starknet,0,Dev who was inactive
Leo-Besancon,August_2023,starknet,0,Dev who was inactive
Leo-Besancon,December_2023,starknet,0,Dev who was inactive
Leo-Besancon,February_2023,starknet,0,Dev who was inactive
Leo-Besancon,February_2024,starknet,0,Dev who was inactive
Leo-Besancon,January_2024,starknet,2,Dev who merged between 2 and 9 commits
Leo-Besancon,July_2023,starknet,0,Dev who was inactive
Leo-Besancon,June_2023,starknet,0,Dev who was inactive
Leo-Besancon,March_2023,starknet,0,Dev who was inactive
Leo-Besancon,May_2023,starknet,0,Dev who was inactive
Leo-Besancon,November_2023,starknet,0,Dev who was inactive
Leo-Besancon,October_2023,starknet,0,Dev who was inactive
Leo-Besancon,September_2023,starknet,0,Dev who was inactive
Leonard-Pat,April_2022,starknet,0,Dev who was inactive
Leonard-Pat,April_2023,starknet,52,Dev who merged 10 or more commits
Leonard-Pat,August_2022,starknet,0,Dev who was inactive
Leonard-Pat,August_2023,starknet,7,Dev who merged between 2 and 9 commits
Leonard-Pat,December_2021,starknet,0,Dev who was inactive
Leonard-Pat,December_2022,starknet,0,Dev who was inactive
Leonard-Pat,December_2023,starknet,0,Dev who was inactive
Leonard-Pat,February_2022,starknet,0,Dev who was inactive
Leonard-Pat,February_2023,starknet,113,Dev who merged 10 or more commits
Leonard-Pat,February_2024,starknet,0,Dev who was inactive
Leonard-Pat,January_2022,starknet,0,Dev who was inactive
Leonard-Pat,January_2023,starknet,10,Dev who was inactive
Leonard-Pat,January_2024,starknet,3,Dev who merged between 2 and 9 commits
Leonard-Pat,July_2022,starknet,0,Dev who was inactive
Leonard-Pat,July_2023,starknet,49,Dev who merged 10 or more commits
Leonard-Pat,June_2022,starknet,0,Dev who was inactive
Leonard-Pat,June_2023,starknet,6,Dev who merged between 2 and 9 commits
Leonard-Pat,March_2022,starknet,0,Dev who was inactive
Leonard-Pat,March_2023,starknet,63,Dev who merged 10 or more commits
Leonard-Pat,May_2022,starknet,0,Dev who was inactive
Leonard-Pat,May_2023,starknet,77,Dev who merged 10 or more commits
Leonard-Pat,November_2021,starknet,0,Dev who was inactive
Leonard-Pat,November_2022,starknet,0,Dev who was inactive
Leonard-Pat,November_2023,starknet,0,Dev who was inactive
Leonard-Pat,October_2021,starknet,0,Dev who was inactive
Leonard-Pat,October_2022,starknet,0,Dev who was inactive
Leonard-Pat,October_2023,starknet,23,Dev who merged 10 or more commits
Leonard-Pat,September_2021,starknet,0,Dev who was inactive
Leonard-Pat,September_2022,starknet,0,Dev who was inactive
Leonard-Pat,September_2023,starknet,0,Dev who was inactive
Leouarz,April_2023,starknet,0,Dev who was inactive
Leouarz,August_2023,starknet,0,Dev who was inactive
Leouarz,December_2023,starknet,0,Dev who was inactive
Leouarz,February_2023,starknet,0,Dev who was inactive
Leouarz,February_2024,starknet,0,Dev who was inactive
Leouarz,January_2024,starknet,0,Dev who was inactive
Leouarz,July_2023,starknet,0,Dev who was inactive
Leouarz,June_2023,starknet,0,Dev who was inactive
Leouarz,March_2023,starknet,0,Dev who was inactive
Leouarz,May_2023,starknet,0,Dev who was inactive
Leouarz,November_2023,starknet,4,Dev who merged between 2 and 9 commits
Leouarz,October_2023,starknet,0,Dev who was inactive
Leouarz,September_2023,starknet,2,Dev who merged between 2 and 9 commits
Lepsan657,April_2023,starknet,0,Dev who was inactive
Lepsan657,August_2023,starknet,0,Dev who was inactive
Lepsan657,December_2023,starknet,0,Dev who was inactive
Lepsan657,February_2023,starknet,0,Dev who was inactive
Lepsan657,February_2024,starknet,0,Dev who was inactive
Lepsan657,January_2023,starknet,2,Dev who merged between 2 and 9 commits
Lepsan657,January_2024,starknet,0,Dev who was inactive
Lepsan657,July_2023,starknet,0,Dev who was inactive
Lepsan657,June_2023,starknet,0,Dev who was inactive
Lepsan657,March_2023,starknet,0,Dev who was inactive
Lepsan657,May_2023,starknet,0,Dev who was inactive
Lepsan657,November_2023,starknet,0,Dev who was inactive
Lepsan657,October_2023,starknet,0,Dev who was inactive
Lepsan657,September_2023,starknet,0,Dev who was inactive
LiranRich,April_2023,starknet,17,Dev who merged 10 or more commits
LiranRich,August_2023,starknet,9,Dev who merged between 2 and 9 commits
LiranRich,December_2022,starknet,0,Dev who was inactive
LiranRich,December_2023,starknet,11,Dev who merged 10 or more commits
LiranRich,February_2023,starknet,0,Dev who was inactive
LiranRich,February_2024,starknet,5,Dev who merged between 2 and 9 commits
LiranRich,January_2023,starknet,0,Dev who was inactive
LiranRich,January_2024,starknet,16,Dev who merged 10 or more commits
LiranRich,July_2023,starknet,10,Dev who was inactive
LiranRich,June_2023,starknet,15,Dev who merged 10 or more commits
LiranRich,March_2023,starknet,0,Dev who was inactive
LiranRich,May_2023,starknet,17,Dev who merged 10 or more commits
LiranRich,November_2022,starknet,0,Dev who was inactive
LiranRich,November_2023,starknet,20,Dev who merged 10 or more commits
LiranRich,October_2023,starknet,12,Dev who merged 10 or more commits
LiranRich,September_2023,starknet,18,Dev who merged 10 or more commits
Lokertmd,February_2024,starknet,2,Dev who merged between 2 and 9 commits
LordSecretive,December_2023,starknet,0,Dev who was inactive
LordSecretive,February_2024,starknet,0,Dev who was inactive
LordSecretive,January_2024,starknet,2,Dev who merged between 2 and 9 commits
LouGel,April_2022,starknet,0,Dev who was inactive
LouGel,April_2023,starknet,0,Dev who was inactive
LouGel,August_2022,starknet,0,Dev who was inactive
LouGel,August_2023,starknet,0,Dev who was inactive
LouGel,December_2021,starknet,0,Dev who was inactive
LouGel,December_2022,starknet,0,Dev who was inactive
LouGel,December_2023,starknet,0,Dev who was inactive
LouGel,February_2022,starknet,0,Dev who was inactive
LouGel,February_2023,starknet,0,Dev who was inactive
LouGel,February_2024,starknet,0,Dev who was inactive
LouGel,January_2022,starknet,0,Dev who was inactive
LouGel,January_2023,starknet,0,Dev who was inactive
LouGel,January_2024,starknet,0,Dev who was inactive
LouGel,July_2022,starknet,0,Dev who was inactive
LouGel,July_2023,starknet,0,Dev who was inactive
LouGel,June_2022,starknet,0,Dev who was inactive
LouGel,June_2023,starknet,0,Dev who was inactive
LouGel,March_2022,starknet,0,Dev who was inactive
LouGel,March_2023,starknet,0,Dev who was inactive
LouGel,May_2022,starknet,1,Dev who merged 1 commit
LouGel,May_2023,starknet,0,Dev who was inactive
LouGel,November_2021,starknet,2,Dev who merged between 2 and 9 commits
LouGel,November_2022,starknet,0,Dev who was inactive
LouGel,November_2023,starknet,0,Dev who was inactive
LouGel,October_2022,starknet,0,Dev who was inactive
LouGel,October_2023,starknet,0,Dev who was inactive
LouGel,September_2022,starknet,0,Dev who was inactive
LouGel,September_2023,starknet,0,Dev who was inactive
Lpm2021,April_2023,starknet,0,Dev who was inactive
Lpm2021,August_2023,starknet,0,Dev who was inactive
Lpm2021,December_2023,starknet,0,Dev who was inactive
Lpm2021,February_2023,starknet,0,Dev who was inactive
Lpm2021,February_2024,starknet,0,Dev who was inactive
Lpm2021,January_2023,starknet,0,Dev who was inactive
Lpm2021,January_2024,starknet,0,Dev who was inactive
Lpm2021,July_2023,starknet,0,Dev who was inactive
Lpm2021,June_2023,starknet,0,Dev who was inactive
Lpm2021,March_2023,starknet,0,Dev who was inactive
Lpm2021,May_2023,starknet,0,Dev who was inactive
Lpm2021,November_2023,starknet,0,Dev who was inactive
Lpm2021,October_2023,starknet,0,Dev who was inactive
Lpm2021,September_2023,starknet,1,Dev who merged 1 commit
LucasLvy,April_2022,starknet,53,Dev who merged 10 or more commits
LucasLvy,April_2023,starknet,131,Dev who merged 10 or more commits
LucasLvy,August_2021,starknet,0,Dev who was inactive
LucasLvy,August_2022,starknet,41,Dev who merged 10 or more commits
LucasLvy,August_2023,starknet,64,Dev who merged 10 or more commits
LucasLvy,December_2021,starknet,0,Dev who was inactive
LucasLvy,December_2022,starknet,30,Dev who merged 10 or more commits
LucasLvy,December_2023,starknet,10,Dev who was inactive
LucasLvy,February_2022,starknet,84,Dev who merged 10 or more commits
LucasLvy,February_2023,starknet,3,Dev who merged between 2 and 9 commits
LucasLvy,February_2024,starknet,7,Dev who merged between 2 and 9 commits
LucasLvy,January_2022,starknet,10,Dev who was inactive
LucasLvy,January_2023,starknet,19,Dev who merged 10 or more commits
LucasLvy,January_2024,starknet,15,Dev who merged 10 or more commits
LucasLvy,July_2022,starknet,287,Dev who merged 10 or more commits
LucasLvy,July_2023,starknet,25,Dev who merged 10 or more commits
LucasLvy,June_2022,starknet,98,Dev who merged 10 or more commits
LucasLvy,June_2023,starknet,28,Dev who merged 10 or more commits
LucasLvy,March_2022,starknet,72,Dev who merged 10 or more commits
LucasLvy,March_2023,starknet,101,Dev who merged 10 or more commits
LucasLvy,May_2022,starknet,54,Dev who merged 10 or more commits
LucasLvy,May_2023,starknet,12,Dev who merged 10 or more commits
LucasLvy,November_2021,starknet,0,Dev who was inactive
LucasLvy,November_2022,starknet,16,Dev who merged 10 or more commits
LucasLvy,November_2023,starknet,22,Dev who merged 10 or more commits
LucasLvy,October_2021,starknet,0,Dev who was inactive
LucasLvy,October_2022,starknet,77,Dev who merged 10 or more commits
LucasLvy,October_2023,starknet,32,Dev who merged 10 or more commits
LucasLvy,September_2021,starknet,0,Dev who was inactive
LucasLvy,September_2022,starknet,62,Dev who merged 10 or more commits
LucasLvy,September_2023,starknet,14,Dev who merged 10 or more commits
LucasRamadour,April_2023,starknet,0,Dev who was inactive
LucasRamadour,August_2022,starknet,0,Dev who was inactive
LucasRamadour,August_2023,starknet,0,Dev who was inactive
LucasRamadour,December_2022,starknet,0,Dev who was inactive
LucasRamadour,December_2023,starknet,0,Dev who was inactive
LucasRamadour,February_2023,starknet,0,Dev who was inactive
LucasRamadour,February_2024,starknet,0,Dev who was inactive
LucasRamadour,January_2023,starknet,0,Dev who was inactive
LucasRamadour,January_2024,starknet,0,Dev who was inactive
LucasRamadour,July_2022,starknet,22,Dev who merged 10 or more commits
LucasRamadour,July_2023,starknet,0,Dev who was inactive
LucasRamadour,June_2022,starknet,0,Dev who was inactive
LucasRamadour,June_2023,starknet,0,Dev who was inactive
LucasRamadour,March_2023,starknet,0,Dev who was inactive
LucasRamadour,May_2023,starknet,0,Dev who was inactive
LucasRamadour,November_2022,starknet,0,Dev who was inactive
LucasRamadour,November_2023,starknet,0,Dev who was inactive
LucasRamadour,October_2022,starknet,0,Dev who was inactive
LucasRamadour,October_2023,starknet,0,Dev who was inactive
LucasRamadour,September_2022,starknet,0,Dev who was inactive
LucasRamadour,September_2023,starknet,0,Dev who was inactive
Luigi2110,April_2020,starknet,0,Dev who was inactive
Luigi2110,April_2021,starknet,0,Dev who was inactive
Luigi2110,April_2022,starknet,0,Dev who was inactive
Luigi2110,April_2023,starknet,0,Dev who was inactive
Luigi2110,August_2019,starknet,0,Dev who was inactive
Luigi2110,August_2020,starknet,0,Dev who was inactive
