developer,month_year,network,total_commits,dev_classification
08351ty,April_2022,starknet,0,Dev who was inactive
08351ty,April_2023,starknet,0,Dev who was inactive
08351ty,August_2022,starknet,0,Dev who was inactive
08351ty,August_2023,starknet,0,Dev who was inactive
08351ty,December_2021,starknet,0,Dev who was inactive
08351ty,December_2022,starknet,0,Dev who was inactive
08351ty,December_2023,starknet,0,Dev who was inactive
08351ty,February_2022,starknet,0,Dev who was inactive
08351ty,February_2023,starknet,0,Dev who was inactive
08351ty,February_2024,starknet,0,Dev who was inactive
08351ty,January_2022,starknet,0,Dev who was inactive
08351ty,January_2023,starknet,3,Dev who merged between 2 and 9 commits
08351ty,January_2024,starknet,0,Dev who was inactive
08351ty,July_2022,starknet,0,Dev who was inactive
08351ty,July_2023,starknet,0,Dev who was inactive
08351ty,June_2022,starknet,0,Dev who was inactive
08351ty,June_2023,starknet,0,Dev who was inactive
08351ty,March_2022,starknet,0,Dev who was inactive
08351ty,March_2023,starknet,0,Dev who was inactive
08351ty,May_2022,starknet,12,Dev who merged 10 or more commits
08351ty,May_2023,starknet,0,Dev who was inactive
08351ty,November_2021,starknet,0,Dev who was inactive
08351ty,November_2022,starknet,0,Dev who was inactive
08351ty,November_2023,starknet,0,Dev who was inactive
08351ty,October_2021,starknet,0,Dev who was inactive
08351ty,October_2022,starknet,0,Dev who was inactive
08351ty,October_2023,starknet,0,Dev who was inactive
08351ty,September_2021,starknet,0,Dev who was inactive
08351ty,September_2022,starknet,0,Dev who was inactive
08351ty,September_2023,starknet,0,Dev who was inactive
0Stark,April_2022,starknet,0,Dev who was inactive
0Stark,April_2023,starknet,0,Dev who was inactive
0Stark,August_2022,starknet,0,Dev who was inactive
0Stark,August_2023,starknet,0,Dev who was inactive
0Stark,December_2022,starknet,0,Dev who was inactive
0Stark,December_2023,starknet,0,Dev who was inactive
0Stark,February_2022,starknet,0,Dev who was inactive
0Stark,February_2023,starknet,0,Dev who was inactive
0Stark,February_2024,starknet,0,Dev who was inactive
0Stark,January_2023,starknet,0,Dev who was inactive
0Stark,January_2024,starknet,0,Dev who was inactive
0Stark,July_2022,starknet,0,Dev who was inactive
0Stark,July_2023,starknet,0,Dev who was inactive
0Stark,June_2022,starknet,0,Dev who was inactive
0Stark,June_2023,starknet,0,Dev who was inactive
0Stark,March_2022,starknet,0,Dev who was inactive
0Stark,March_2023,starknet,0,Dev who was inactive
0Stark,May_2022,starknet,0,Dev who was inactive
0Stark,May_2023,starknet,0,Dev who was inactive
0Stark,November_2022,starknet,2,Dev who merged between 2 and 9 commits
0Stark,November_2023,starknet,0,Dev who was inactive
0Stark,October_2022,starknet,0,Dev who was inactive
0Stark,October_2023,starknet,0,Dev who was inactive
0Stark,September_2022,starknet,0,Dev who was inactive
0Stark,September_2023,starknet,0,Dev who was inactive
0XMartinDC,April_2022,starknet,0,Dev who was inactive
0XMartinDC,April_2023,starknet,0,Dev who was inactive
0XMartinDC,August_2022,starknet,0,Dev who was inactive
0XMartinDC,August_2023,starknet,0,Dev who was inactive
0XMartinDC,December_2022,starknet,0,Dev who was inactive
0XMartinDC,December_2023,starknet,0,Dev who was inactive
0XMartinDC,February_2022,starknet,0,Dev who was inactive
0XMartinDC,February_2023,starknet,0,Dev who was inactive
0XMartinDC,February_2024,starknet,0,Dev who was inactive
0XMartinDC,January_2023,starknet,0,Dev who was inactive
0XMartinDC,January_2024,starknet,0,Dev who was inactive
0XMartinDC,July_2022,starknet,0,Dev who was inactive
0XMartinDC,July_2023,starknet,0,Dev who was inactive
0XMartinDC,June_2022,starknet,0,Dev who was inactive
0XMartinDC,June_2023,starknet,0,Dev who was inactive
0XMartinDC,March_2022,starknet,0,Dev who was inactive
0XMartinDC,March_2023,starknet,0,Dev who was inactive
0XMartinDC,May_2022,starknet,0,Dev who was inactive
0XMartinDC,May_2023,starknet,0,Dev who was inactive
0XMartinDC,November_2022,starknet,0,Dev who was inactive
0XMartinDC,November_2023,starknet,1,Dev who merged 1 commit
0XMartinDC,October_2022,starknet,0,Dev who was inactive
0XMartinDC,October_2023,starknet,0,Dev who was inactive
0XMartinDC,September_2022,starknet,0,Dev who was inactive
0XMartinDC,September_2023,starknet,0,Dev who was inactive
0abst,April_2023,starknet,0,Dev who was inactive
0abst,August_2022,starknet,0,Dev who was inactive
0abst,August_2023,starknet,0,Dev who was inactive
0abst,December_2022,starknet,0,Dev who was inactive
0abst,December_2023,starknet,0,Dev who was inactive
0abst,February_2023,starknet,0,Dev who was inactive
0abst,February_2024,starknet,0,Dev who was inactive
0abst,January_2023,starknet,0,Dev who was inactive
0abst,January_2024,starknet,0,Dev who was inactive
0abst,July_2022,starknet,6,Dev who merged between 2 and 9 commits
0abst,July_2023,starknet,0,Dev who was inactive
0abst,June_2023,starknet,0,Dev who was inactive
0abst,March_2023,starknet,0,Dev who was inactive
0abst,May_2023,starknet,0,Dev who was inactive
0abst,November_2022,starknet,0,Dev who was inactive
0abst,November_2023,starknet,0,Dev who was inactive
0abst,October_2022,starknet,0,Dev who was inactive
0abst,October_2023,starknet,0,Dev who was inactive
0abst,September_2022,starknet,0,Dev who was inactive
0abst,September_2023,starknet,0,Dev who was inactive
0mkara,April_2023,starknet,0,Dev who was inactive
0mkara,August_2023,starknet,0,Dev who was inactive
0mkara,December_2023,starknet,0,Dev who was inactive
0mkara,February_2024,starknet,0,Dev who was inactive
0mkara,January_2024,starknet,0,Dev who was inactive
0mkara,July_2023,starknet,0,Dev who was inactive
0mkara,June_2023,starknet,2,Dev who merged between 2 and 9 commits
0mkara,March_2023,starknet,4,Dev who merged between 2 and 9 commits
0mkara,May_2023,starknet,0,Dev who was inactive
0mkara,November_2023,starknet,0,Dev who was inactive
0mkara,October_2023,starknet,0,Dev who was inactive
0mkara,September_2023,starknet,0,Dev who was inactive
0x180db,April_2023,starknet,3,Dev who merged between 2 and 9 commits
0x180db,August_2022,starknet,0,Dev who was inactive
0x180db,August_2023,starknet,0,Dev who was inactive
0x180db,December_2022,starknet,0,Dev who was inactive
0x180db,December_2023,starknet,0,Dev who was inactive
0x180db,February_2023,starknet,0,Dev who was inactive
0x180db,February_2024,starknet,0,Dev who was inactive
0x180db,January_2023,starknet,0,Dev who was inactive
0x180db,January_2024,starknet,0,Dev who was inactive
0x180db,July_2022,starknet,0,Dev who was inactive
0x180db,July_2023,starknet,0,Dev who was inactive
0x180db,June_2022,starknet,0,Dev who was inactive
0x180db,June_2023,starknet,0,Dev who was inactive
0x180db,March_2023,starknet,0,Dev who was inactive
0x180db,May_2022,starknet,0,Dev who was inactive
0x180db,May_2023,starknet,0,Dev who was inactive
0x180db,November_2022,starknet,0,Dev who was inactive
0x180db,November_2023,starknet,0,Dev who was inactive
0x180db,October_2022,starknet,0,Dev who was inactive
0x180db,October_2023,starknet,0,Dev who was inactive
0x180db,September_2022,starknet,0,Dev who was inactive
0x180db,September_2023,starknet,0,Dev who was inactive
0x25cfb68,April_2023,starknet,6,Dev who merged between 2 and 9 commits
0x25cfb68,August_2023,starknet,0,Dev who was inactive
0x25cfb68,December_2023,starknet,4,Dev who merged between 2 and 9 commits
0x25cfb68,February_2024,starknet,12,Dev who merged 10 or more commits
0x25cfb68,January_2024,starknet,0,Dev who was inactive
0x25cfb68,July_2023,starknet,38,Dev who merged 10 or more commits
0x25cfb68,June_2023,starknet,0,Dev who was inactive
0x25cfb68,May_2023,starknet,0,Dev who was inactive
0x25cfb68,November_2023,starknet,0,Dev who was inactive
0x25cfb68,October_2023,starknet,0,Dev who was inactive
0x25cfb68,September_2023,starknet,0,Dev who was inactive
0x471,April_2023,starknet,8,Dev who merged between 2 and 9 commits
0x471,August_2023,starknet,0,Dev who was inactive
0x471,December_2023,starknet,0,Dev who was inactive
0x471,February_2024,starknet,0,Dev who was inactive
0x471,January_2024,starknet,0,Dev who was inactive
0x471,July_2023,starknet,0,Dev who was inactive
0x471,June_2023,starknet,0,Dev who was inactive
0x471,May_2023,starknet,5,Dev who merged between 2 and 9 commits
0x471,November_2023,starknet,0,Dev who was inactive
0x471,October_2023,starknet,0,Dev who was inactive
0x471,September_2023,starknet,0,Dev who was inactive
0x4satoshi,August_2023,starknet,0,Dev who was inactive
0x4satoshi,December_2023,starknet,0,Dev who was inactive
0x4satoshi,February_2024,starknet,0,Dev who was inactive
0x4satoshi,January_2024,starknet,0,Dev who was inactive
0x4satoshi,July_2023,starknet,0,Dev who was inactive
0x4satoshi,June_2023,starknet,2,Dev who merged between 2 and 9 commits
0x4satoshi,November_2023,starknet,0,Dev who was inactive
0x4satoshi,October_2023,starknet,0,Dev who was inactive
0x4satoshi,September_2023,starknet,0,Dev who was inactive
0x567567,August_2023,starknet,0,Dev who was inactive
0x567567,December_2023,starknet,0,Dev who was inactive
0x567567,February_2024,starknet,0,Dev who was inactive
0x567567,January_2024,starknet,0,Dev who was inactive
0x567567,July_2023,starknet,0,Dev who was inactive
0x567567,June_2023,starknet,1,Dev who merged 1 commit
0x567567,May_2023,starknet,4,Dev who merged between 2 and 9 commits
0x567567,November_2023,starknet,0,Dev who was inactive
0x567567,October_2023,starknet,0,Dev who was inactive
0x567567,September_2023,starknet,0,Dev who was inactive
0x60018,April_2023,starknet,0,Dev who was inactive
0x60018,August_2022,starknet,0,Dev who was inactive
0x60018,August_2023,starknet,0,Dev who was inactive
0x60018,December_2022,starknet,0,Dev who was inactive
0x60018,December_2023,starknet,0,Dev who was inactive
0x60018,February_2023,starknet,0,Dev who was inactive
0x60018,February_2024,starknet,0,Dev who was inactive
0x60018,January_2023,starknet,0,Dev who was inactive
0x60018,January_2024,starknet,0,Dev who was inactive
0x60018,July_2022,starknet,0,Dev who was inactive
0x60018,July_2023,starknet,0,Dev who was inactive
0x60018,June_2023,starknet,0,Dev who was inactive
0x60018,March_2023,starknet,2,Dev who merged between 2 and 9 commits
0x60018,May_2023,starknet,0,Dev who was inactive
0x60018,November_2022,starknet,0,Dev who was inactive
0x60018,November_2023,starknet,0,Dev who was inactive
0x60018,October_2022,starknet,0,Dev who was inactive
0x60018,October_2023,starknet,0,Dev who was inactive
0x60018,September_2022,starknet,0,Dev who was inactive
0x60018,September_2023,starknet,0,Dev who was inactive
0x666c6f,April_2023,starknet,0,Dev who was inactive
0x666c6f,August_2023,starknet,0,Dev who was inactive
0x666c6f,December_2023,starknet,0,Dev who was inactive
0x666c6f,February_2023,starknet,0,Dev who was inactive
0x666c6f,February_2024,starknet,0,Dev who was inactive
0x666c6f,January_2023,starknet,8,Dev who merged between 2 and 9 commits
0x666c6f,January_2024,starknet,0,Dev who was inactive
0x666c6f,July_2023,starknet,0,Dev who was inactive
0x666c6f,June_2023,starknet,0,Dev who was inactive
0x666c6f,March_2023,starknet,28,Dev who merged 10 or more commits
0x666c6f,May_2023,starknet,0,Dev who was inactive
0x666c6f,November_2023,starknet,0,Dev who was inactive
0x666c6f,October_2023,starknet,0,Dev who was inactive
0x666c6f,September_2023,starknet,0,Dev who was inactive
0x73e,April_2022,starknet,0,Dev who was inactive
0x73e,April_2023,starknet,0,Dev who was inactive
0x73e,August_2022,starknet,0,Dev who was inactive
0x73e,August_2023,starknet,0,Dev who was inactive
0x73e,December_2022,starknet,0,Dev who was inactive
0x73e,December_2023,starknet,0,Dev who was inactive
0x73e,February_2023,starknet,0,Dev who was inactive
0x73e,February_2024,starknet,0,Dev who was inactive
0x73e,January_2023,starknet,0,Dev who was inactive
0x73e,January_2024,starknet,0,Dev who was inactive
0x73e,July_2022,starknet,0,Dev who was inactive
0x73e,July_2023,starknet,0,Dev who was inactive
0x73e,June_2022,starknet,0,Dev who was inactive
0x73e,June_2023,starknet,0,Dev who was inactive
0x73e,March_2023,starknet,0,Dev who was inactive
0x73e,May_2022,starknet,0,Dev who was inactive
0x73e,May_2023,starknet,0,Dev who was inactive
0x73e,November_2022,starknet,0,Dev who was inactive
0x73e,November_2023,starknet,4,Dev who merged between 2 and 9 commits
0x73e,October_2022,starknet,0,Dev who was inactive
0x73e,October_2023,starknet,16,Dev who merged 10 or more commits
0x73e,September_2022,starknet,0,Dev who was inactive
0x73e,September_2023,starknet,0,Dev who was inactive
0xAdherent,December_2023,starknet,0,Dev who was inactive
0xAdherent,February_2024,starknet,0,Dev who was inactive
0xAdherent,January_2024,starknet,0,Dev who was inactive
0xAdherent,November_2023,starknet,0,Dev who was inactive
0xAdherent,October_2023,starknet,5,Dev who merged between 2 and 9 commits
0xAdriaTorralba,August_2023,starknet,0,Dev who was inactive
0xAdriaTorralba,December_2023,starknet,0,Dev who was inactive
0xAdriaTorralba,February_2024,starknet,0,Dev who was inactive
0xAdriaTorralba,January_2024,starknet,0,Dev who was inactive
0xAdriaTorralba,July_2023,starknet,0,Dev who was inactive
0xAdriaTorralba,June_2023,starknet,12,Dev who merged 10 or more commits
0xAdriaTorralba,November_2023,starknet,0,Dev who was inactive
0xAdriaTorralba,October_2023,starknet,0,Dev who was inactive
0xAdriaTorralba,September_2023,starknet,0,Dev who was inactive
0xAnorak,April_2022,starknet,0,Dev who was inactive
0xAnorak,April_2023,starknet,0,Dev who was inactive
0xAnorak,August_2022,starknet,0,Dev who was inactive
0xAnorak,August_2023,starknet,0,Dev who was inactive
0xAnorak,December_2022,starknet,0,Dev who was inactive
0xAnorak,December_2023,starknet,0,Dev who was inactive
0xAnorak,February_2022,starknet,0,Dev who was inactive
0xAnorak,February_2023,starknet,0,Dev who was inactive
0xAnorak,February_2024,starknet,0,Dev who was inactive
0xAnorak,January_2022,starknet,0,Dev who was inactive
0xAnorak,January_2023,starknet,0,Dev who was inactive
0xAnorak,January_2024,starknet,0,Dev who was inactive
0xAnorak,July_2022,starknet,0,Dev who was inactive
0xAnorak,July_2023,starknet,0,Dev who was inactive
0xAnorak,June_2022,starknet,0,Dev who was inactive
0xAnorak,June_2023,starknet,0,Dev who was inactive
0xAnorak,March_2022,starknet,1,Dev who merged 1 commit
0xAnorak,March_2023,starknet,0,Dev who was inactive
0xAnorak,May_2022,starknet,0,Dev who was inactive
0xAnorak,May_2023,starknet,0,Dev who was inactive
0xAnorak,November_2022,starknet,0,Dev who was inactive
0xAnorak,November_2023,starknet,0,Dev who was inactive
0xAnorak,October_2022,starknet,0,Dev who was inactive
0xAnorak,October_2023,starknet,0,Dev who was inactive
0xAnorak,September_2022,starknet,0,Dev who was inactive
0xAnorak,September_2023,starknet,0,Dev who was inactive
0xAsten,April_2022,starknet,0,Dev who was inactive
0xAsten,April_2023,starknet,0,Dev who was inactive
0xAsten,August_2022,starknet,0,Dev who was inactive
0xAsten,August_2023,starknet,5,Dev who merged between 2 and 9 commits
0xAsten,December_2021,starknet,0,Dev who was inactive
0xAsten,December_2022,starknet,0,Dev who was inactive
0xAsten,December_2023,starknet,2,Dev who merged between 2 and 9 commits
0xAsten,February_2022,starknet,0,Dev who was inactive
0xAsten,February_2023,starknet,0,Dev who was inactive
0xAsten,February_2024,starknet,0,Dev who was inactive
0xAsten,January_2022,starknet,0,Dev who was inactive
0xAsten,January_2023,starknet,0,Dev who was inactive
0xAsten,January_2024,starknet,1,Dev who merged 1 commit
0xAsten,July_2022,starknet,0,Dev who was inactive
0xAsten,July_2023,starknet,0,Dev who was inactive
0xAsten,June_2022,starknet,0,Dev who was inactive
0xAsten,June_2023,starknet,2,Dev who merged between 2 and 9 commits
0xAsten,March_2022,starknet,0,Dev who was inactive
0xAsten,March_2023,starknet,0,Dev who was inactive
0xAsten,May_2022,starknet,0,Dev who was inactive
0xAsten,May_2023,starknet,6,Dev who merged between 2 and 9 commits
0xAsten,November_2021,starknet,0,Dev who was inactive
0xAsten,November_2022,starknet,0,Dev who was inactive
0xAsten,November_2023,starknet,0,Dev who was inactive
0xAsten,October_2021,starknet,0,Dev who was inactive
0xAsten,October_2022,starknet,0,Dev who was inactive
0xAsten,October_2023,starknet,2,Dev who merged between 2 and 9 commits
0xAsten,September_2021,starknet,0,Dev who was inactive
0xAsten,September_2022,starknet,1,Dev who merged 1 commit
0xAsten,September_2023,starknet,0,Dev who was inactive
0xAurelou,April_2023,starknet,0,Dev who was inactive
0xAurelou,August_2022,starknet,0,Dev who was inactive
0xAurelou,August_2023,starknet,0,Dev who was inactive
0xAurelou,December_2022,starknet,0,Dev who was inactive
0xAurelou,December_2023,starknet,0,Dev who was inactive
0xAurelou,February_2023,starknet,0,Dev who was inactive
0xAurelou,February_2024,starknet,0,Dev who was inactive
0xAurelou,January_2023,starknet,0,Dev who was inactive
0xAurelou,January_2024,starknet,0,Dev who was inactive
0xAurelou,July_2022,starknet,0,Dev who was inactive
0xAurelou,July_2023,starknet,0,Dev who was inactive
0xAurelou,June_2022,starknet,1,Dev who merged 1 commit
0xAurelou,June_2023,starknet,0,Dev who was inactive
0xAurelou,March_2023,starknet,0,Dev who was inactive
0xAurelou,May_2023,starknet,0,Dev who was inactive
0xAurelou,November_2022,starknet,0,Dev who was inactive
0xAurelou,November_2023,starknet,0,Dev who was inactive
0xAurelou,October_2022,starknet,9,Dev who merged between 2 and 9 commits
0xAurelou,October_2023,starknet,0,Dev who was inactive
0xAurelou,September_2022,starknet,8,Dev who merged between 2 and 9 commits
0xAurelou,September_2023,starknet,0,Dev who was inactive
0xBRM,April_2023,starknet,0,Dev who was inactive
0xBRM,August_2022,starknet,0,Dev who was inactive
0xBRM,August_2023,starknet,0,Dev who was inactive
0xBRM,December_2022,starknet,0,Dev who was inactive
0xBRM,December_2023,starknet,0,Dev who was inactive
0xBRM,February_2023,starknet,1,Dev who merged 1 commit
0xBRM,February_2024,starknet,0,Dev who was inactive
0xBRM,January_2023,starknet,0,Dev who was inactive
0xBRM,January_2024,starknet,0,Dev who was inactive
0xBRM,July_2023,starknet,0,Dev who was inactive
0xBRM,June_2023,starknet,0,Dev who was inactive
0xBRM,March_2023,starknet,0,Dev who was inactive
0xBRM,May_2023,starknet,0,Dev who was inactive
0xBRM,November_2022,starknet,0,Dev who was inactive
0xBRM,November_2023,starknet,0,Dev who was inactive
0xBRM,October_2022,starknet,0,Dev who was inactive
0xBRM,October_2023,starknet,0,Dev who was inactive
0xBRM,September_2022,starknet,0,Dev who was inactive
0xBRM,September_2023,starknet,0,Dev who was inactive
0xChicken1,April_2022,starknet,0,Dev who was inactive
0xChicken1,April_2023,starknet,0,Dev who was inactive
0xChicken1,August_2022,starknet,0,Dev who was inactive
0xChicken1,August_2023,starknet,0,Dev who was inactive
0xChicken1,December_2022,starknet,0,Dev who was inactive
0xChicken1,December_2023,starknet,0,Dev who was inactive
0xChicken1,February_2022,starknet,0,Dev who was inactive
0xChicken1,February_2023,starknet,0,Dev who was inactive
0xChicken1,February_2024,starknet,0,Dev who was inactive
0xChicken1,January_2022,starknet,0,Dev who was inactive
0xChicken1,January_2023,starknet,0,Dev who was inactive
0xChicken1,January_2024,starknet,0,Dev who was inactive
0xChicken1,July_2022,starknet,0,Dev who was inactive
0xChicken1,July_2023,starknet,0,Dev who was inactive
0xChicken1,June_2022,starknet,0,Dev who was inactive
0xChicken1,June_2023,starknet,0,Dev who was inactive
0xChicken1,March_2022,starknet,0,Dev who was inactive
0xChicken1,March_2023,starknet,0,Dev who was inactive
0xChicken1,May_2022,starknet,0,Dev who was inactive
0xChicken1,May_2023,starknet,0,Dev who was inactive
0xChicken1,November_2022,starknet,1,Dev who merged 1 commit
0xChicken1,November_2023,starknet,0,Dev who was inactive
0xChicken1,October_2022,starknet,1,Dev who merged 1 commit
0xChicken1,October_2023,starknet,0,Dev who was inactive
0xChicken1,September_2022,starknet,12,Dev who merged 10 or more commits
0xChicken1,September_2023,starknet,0,Dev who was inactive
0xChin,April_2023,starknet,0,Dev who was inactive
0xChin,August_2023,starknet,0,Dev who was inactive
0xChin,December_2023,starknet,0,Dev who was inactive
0xChin,February_2023,starknet,0,Dev who was inactive
0xChin,February_2024,starknet,0,Dev who was inactive
0xChin,January_2023,starknet,0,Dev who was inactive
0xChin,January_2024,starknet,0,Dev who was inactive
0xChin,July_2023,starknet,2,Dev who merged between 2 and 9 commits
0xChin,June_2023,starknet,0,Dev who was inactive
0xChin,March_2023,starknet,0,Dev who was inactive
0xChin,May_2023,starknet,0,Dev who was inactive
0xChin,November_2023,starknet,0,Dev who was inactive
0xChin,October_2023,starknet,0,Dev who was inactive
0xChin,September_2023,starknet,0,Dev who was inactive
0xChqrles,April_2022,starknet,0,Dev who was inactive
0xChqrles,April_2023,starknet,103,Dev who merged 10 or more commits
0xChqrles,August_2021,starknet,0,Dev who was inactive
0xChqrles,August_2022,starknet,0,Dev who was inactive
0xChqrles,August_2023,starknet,7,Dev who merged between 2 and 9 commits
0xChqrles,December_2021,starknet,0,Dev who was inactive
0xChqrles,December_2022,starknet,0,Dev who was inactive
0xChqrles,December_2023,starknet,64,Dev who merged 10 or more commits
0xChqrles,February_2022,starknet,0,Dev who was inactive
0xChqrles,February_2023,starknet,12,Dev who merged 10 or more commits
0xChqrles,February_2024,starknet,11,Dev who merged 10 or more commits
0xChqrles,January_2022,starknet,17,Dev who merged 10 or more commits
0xChqrles,January_2023,starknet,0,Dev who was inactive
0xChqrles,January_2024,starknet,16,Dev who merged 10 or more commits
0xChqrles,July_2022,starknet,0,Dev who was inactive
0xChqrles,July_2023,starknet,142,Dev who merged 10 or more commits
0xChqrles,June_2022,starknet,0,Dev who was inactive
0xChqrles,June_2023,starknet,34,Dev who merged 10 or more commits
0xChqrles,March_2022,starknet,0,Dev who was inactive
0xChqrles,March_2023,starknet,56,Dev who merged 10 or more commits
0xChqrles,May_2022,starknet,5,Dev who merged between 2 and 9 commits
0xChqrles,May_2023,starknet,38,Dev who merged 10 or more commits
0xChqrles,November_2021,starknet,0,Dev who was inactive
0xChqrles,November_2022,starknet,0,Dev who was inactive
0xChqrles,November_2023,starknet,54,Dev who merged 10 or more commits
0xChqrles,October_2021,starknet,0,Dev who was inactive
0xChqrles,October_2022,starknet,0,Dev who was inactive
0xChqrles,October_2023,starknet,13,Dev who merged 10 or more commits
0xChqrles,September_2021,starknet,0,Dev who was inactive
0xChqrles,September_2022,starknet,0,Dev who was inactive
0xChqrles,September_2023,starknet,4,Dev who merged between 2 and 9 commits
0xCorolaire,April_2022,starknet,5,Dev who merged between 2 and 9 commits
0xCorolaire,April_2023,starknet,0,Dev who was inactive
0xCorolaire,August_2022,starknet,0,Dev who was inactive
0xCorolaire,August_2023,starknet,0,Dev who was inactive
0xCorolaire,December_2022,starknet,0,Dev who was inactive
0xCorolaire,December_2023,starknet,0,Dev who was inactive
0xCorolaire,February_2023,starknet,0,Dev who was inactive
0xCorolaire,February_2024,starknet,0,Dev who was inactive
0xCorolaire,January_2023,starknet,0,Dev who was inactive
0xCorolaire,January_2024,starknet,0,Dev who was inactive
0xCorolaire,July_2022,starknet,0,Dev who was inactive
0xCorolaire,July_2023,starknet,0,Dev who was inactive
0xCorolaire,June_2022,starknet,0,Dev who was inactive
0xCorolaire,June_2023,starknet,0,Dev who was inactive
0xCorolaire,March_2023,starknet,0,Dev who was inactive
0xCorolaire,May_2022,starknet,0,Dev who was inactive
0xCorolaire,May_2023,starknet,0,Dev who was inactive
0xCorolaire,November_2022,starknet,0,Dev who was inactive
0xCorolaire,November_2023,starknet,0,Dev who was inactive
0xCorolaire,October_2022,starknet,0,Dev who was inactive
0xCorolaire,October_2023,starknet,0,Dev who was inactive
0xCorolaire,September_2022,starknet,0,Dev who was inactive
0xCorolaire,September_2023,starknet,0,Dev who was inactive
0xDegenDeveloper,December_2023,starknet,0,Dev who was inactive
0xDegenDeveloper,February_2024,starknet,54,Dev who merged 10 or more commits
0xDegenDeveloper,January_2024,starknet,9,Dev who merged between 2 and 9 commits
0xDegenDeveloper,November_2023,starknet,0,Dev who was inactive
0xDjangoMo,April_2023,starknet,0,Dev who was inactive
0xDjangoMo,August_2023,starknet,0,Dev who was inactive
0xDjangoMo,December_2023,starknet,0,Dev who was inactive
0xDjangoMo,February_2023,starknet,2,Dev who merged between 2 and 9 commits
0xDjangoMo,February_2024,starknet,6,Dev who merged between 2 and 9 commits
0xDjangoMo,January_2023,starknet,10,Dev who was inactive
0xDjangoMo,January_2024,starknet,0,Dev who was inactive
0xDjangoMo,July_2023,starknet,0,Dev who was inactive
0xDjangoMo,June_2023,starknet,0,Dev who was inactive
0xDjangoMo,March_2023,starknet,0,Dev who was inactive
0xDjangoMo,May_2023,starknet,0,Dev who was inactive
0xDjangoMo,November_2023,starknet,0,Dev who was inactive
0xDjangoMo,October_2023,starknet,0,Dev who was inactive
0xDjangoMo,September_2023,starknet,0,Dev who was inactive
0xEniotna,April_2023,starknet,15,Dev who merged 10 or more commits
0xEniotna,August_2023,starknet,0,Dev who was inactive
0xEniotna,December_2022,starknet,0,Dev who was inactive
0xEniotna,December_2023,starknet,12,Dev who merged 10 or more commits
0xEniotna,February_2023,starknet,1,Dev who merged 1 commit
0xEniotna,February_2024,starknet,0,Dev who was inactive
0xEniotna,January_2023,starknet,12,Dev who merged 10 or more commits
0xEniotna,January_2024,starknet,2,Dev who merged between 2 and 9 commits
0xEniotna,July_2023,starknet,0,Dev who was inactive
0xEniotna,June_2023,starknet,6,Dev who merged between 2 and 9 commits
0xEniotna,March_2023,starknet,13,Dev who merged 10 or more commits
0xEniotna,May_2023,starknet,0,Dev who was inactive
0xEniotna,November_2022,starknet,0,Dev who was inactive
0xEniotna,November_2023,starknet,0,Dev who was inactive
0xEniotna,October_2022,starknet,0,Dev who was inactive
0xEniotna,October_2023,starknet,0,Dev who was inactive
0xEniotna,September_2023,starknet,0,Dev who was inactive
0xEvon,April_2022,starknet,0,Dev who was inactive
0xEvon,April_2023,starknet,0,Dev who was inactive
0xEvon,August_2022,starknet,1,Dev who merged 1 commit
0xEvon,August_2023,starknet,0,Dev who was inactive
0xEvon,December_2022,starknet,0,Dev who was inactive
0xEvon,December_2023,starknet,0,Dev who was inactive
0xEvon,February_2022,starknet,0,Dev who was inactive
0xEvon,February_2023,starknet,0,Dev who was inactive
0xEvon,February_2024,starknet,0,Dev who was inactive
0xEvon,January_2023,starknet,0,Dev who was inactive
0xEvon,January_2024,starknet,0,Dev who was inactive
0xEvon,July_2022,starknet,1,Dev who merged 1 commit
0xEvon,July_2023,starknet,0,Dev who was inactive
0xEvon,June_2022,starknet,0,Dev who was inactive
0xEvon,June_2023,starknet,0,Dev who was inactive
0xEvon,March_2022,starknet,0,Dev who was inactive
0xEvon,March_2023,starknet,0,Dev who was inactive
0xEvon,May_2022,starknet,3,Dev who merged between 2 and 9 commits
0xEvon,May_2023,starknet,0,Dev who was inactive
0xEvon,November_2022,starknet,0,Dev who was inactive
0xEvon,November_2023,starknet,0,Dev who was inactive
0xEvon,October_2022,starknet,0,Dev who was inactive
0xEvon,October_2023,starknet,0,Dev who was inactive
0xEvon,September_2022,starknet,0,Dev who was inactive
0xEvon,September_2023,starknet,0,Dev who was inactive
0xGrillo,April_2022,starknet,0,Dev who was inactive
0xGrillo,April_2023,starknet,12,Dev who merged 10 or more commits
0xGrillo,August_2022,starknet,22,Dev who merged 10 or more commits
0xGrillo,August_2023,starknet,0,Dev who was inactive
0xGrillo,December_2022,starknet,0,Dev who was inactive
0xGrillo,December_2023,starknet,0,Dev who was inactive
0xGrillo,February_2022,starknet,0,Dev who was inactive
0xGrillo,February_2023,starknet,0,Dev who was inactive
0xGrillo,February_2024,starknet,0,Dev who was inactive
0xGrillo,January_2023,starknet,0,Dev who was inactive
0xGrillo,January_2024,starknet,0,Dev who was inactive
0xGrillo,July_2022,starknet,16,Dev who merged 10 or more commits
0xGrillo,July_2023,starknet,0,Dev who was inactive
0xGrillo,June_2022,starknet,16,Dev who merged 10 or more commits
0xGrillo,June_2023,starknet,0,Dev who was inactive
0xGrillo,March_2022,starknet,0,Dev who was inactive
0xGrillo,March_2023,starknet,0,Dev who was inactive
